COU,Country,POL,Pollutant,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2003,2003,TONNE,Tonnes,3,Thousands,,,838.45,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2004,2004,TONNE,Tonnes,3,Thousands,,,855.893,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2005,2005,TONNE,Tonnes,3,Thousands,,,885.883,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2006,2006,TONNE,Tonnes,3,Thousands,,,905.969,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2007,2007,TONNE,Tonnes,3,Thousands,,,904.367,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2008,2008,TONNE,Tonnes,3,Thousands,,,875.568,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2009,2009,TONNE,Tonnes,3,Thousands,,,861.655,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2010,2010,TONNE,Tonnes,3,Thousands,,,876.894,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2011,2011,TONNE,Tonnes,3,Thousands,,,858.121,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2012,2012,TONNE,Tonnes,3,Thousands,,,819.221,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2013,2013,TONNE,Tonnes,3,Thousands,,,775.683,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2014,2014,TONNE,Tonnes,3,Thousands,,,723.838,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2015,2015,TONNE,Tonnes,3,Thousands,,,705.374,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2016,2016,TONNE,Tonnes,3,Thousands,,,715.135,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2017,2017,TONNE,Tonnes,3,Thousands,,,748.415,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2018,2018,TONNE,Tonnes,3,Thousands,,,724.042,,
POL,Poland,NOX,Nitrogen Oxides,TOT,Total man-made emissions,2019,2019,TONNE,Tonnes,3,Thousands,,,680.077,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1990,1990,TONNE,Tonnes,3,Thousands,,,280.041,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1991,1991,TONNE,Tonnes,3,Thousands,,,287.748,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1992,1992,TONNE,Tonnes,3,Thousands,,,301.319,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1993,1993,TONNE,Tonnes,3,Thousands,,,301.501,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1994,1994,TONNE,Tonnes,3,Thousands,,,313.506,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1995,1995,TONNE,Tonnes,3,Thousands,,,316.937,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,346.138,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1997,1997,TONNE,Tonnes,3,Thousands,,,365.254,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1998,1998,TONNE,Tonnes,3,Thousands,,,355.116,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,1999,1999,TONNE,Tonnes,3,Thousands,,,374.321,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,350.273,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2001,2001,TONNE,Tonnes,3,Thousands,,,319.172,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2002,2002,TONNE,Tonnes,3,Thousands,,,298.162,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,303.264,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,322.807,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,348.941,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,348.193,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,361.237,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,357.251,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,352.436,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,348.84,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,347.75,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,323.451,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,288.088,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,274.555,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,273.934,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2016,2016,TONNE,Tonnes,3,Thousands,,,296.25,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2017,2017,TONNE,Tonnes,3,Thousands,,,331.909,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2018,2018,TONNE,Tonnes,3,Thousands,,,330.541,,
POL,Poland,NOX,Nitrogen Oxides,MOB_TOT,Total Mobile Sources,2019,2019,TONNE,Tonnes,3,Thousands,,,319.942,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1990,1990,TONNE,Tonnes,3,Thousands,,,187.682,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1991,1991,TONNE,Tonnes,3,Thousands,,,203.284,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1992,1992,TONNE,Tonnes,3,Thousands,,,212.389,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1993,1993,TONNE,Tonnes,3,Thousands,,,202.112,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1994,1994,TONNE,Tonnes,3,Thousands,,,205.123,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1995,1995,TONNE,Tonnes,3,Thousands,,,204.502,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1996,1996,TONNE,Tonnes,3,Thousands,,,229.819,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1997,1997,TONNE,Tonnes,3,Thousands,,,235.75,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1998,1998,TONNE,Tonnes,3,Thousands,,,239.794,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,1999,1999,TONNE,Tonnes,3,Thousands,,,257.465,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2000,2000,TONNE,Tonnes,3,Thousands,,,224.08,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2001,2001,TONNE,Tonnes,3,Thousands,,,197.645,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2002,2002,TONNE,Tonnes,3,Thousands,,,180.321,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2003,2003,TONNE,Tonnes,3,Thousands,,,189.165,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2004,2004,TONNE,Tonnes,3,Thousands,,,210.23,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2005,2005,TONNE,Tonnes,3,Thousands,,,239.268,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2006,2006,TONNE,Tonnes,3,Thousands,,,267.396,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2007,2007,TONNE,Tonnes,3,Thousands,,,289.01,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2008,2008,TONNE,Tonnes,3,Thousands,,,290.259,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2009,2009,TONNE,Tonnes,3,Thousands,,,288.157,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2010,2010,TONNE,Tonnes,3,Thousands,,,287.894,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2011,2011,TONNE,Tonnes,3,Thousands,,,288.364,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2012,2012,TONNE,Tonnes,3,Thousands,,,266.713,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2013,2013,TONNE,Tonnes,3,Thousands,,,234.799,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2014,2014,TONNE,Tonnes,3,Thousands,,,226.669,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2015,2015,TONNE,Tonnes,3,Thousands,,,228.992,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2016,2016,TONNE,Tonnes,3,Thousands,,,251.431,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2017,2017,TONNE,Tonnes,3,Thousands,,,283.477,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2018,2018,TONNE,Tonnes,3,Thousands,,,282.662,,
POL,Poland,NOX,Nitrogen Oxides,MOB_ROAD,Road Transport,2019,2019,TONNE,Tonnes,3,Thousands,,,274.002,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1990,1990,TONNE,Tonnes,3,Thousands,,,92.359,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1991,1991,TONNE,Tonnes,3,Thousands,,,84.463,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1992,1992,TONNE,Tonnes,3,Thousands,,,88.931,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1993,1993,TONNE,Tonnes,3,Thousands,,,99.388,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1994,1994,TONNE,Tonnes,3,Thousands,,,108.383,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1995,1995,TONNE,Tonnes,3,Thousands,,,112.435,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,116.319,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1997,1997,TONNE,Tonnes,3,Thousands,,,129.504,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1998,1998,TONNE,Tonnes,3,Thousands,,,115.322,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,1999,1999,TONNE,Tonnes,3,Thousands,,,116.856,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,126.193,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2001,2001,TONNE,Tonnes,3,Thousands,,,121.527,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2002,2002,TONNE,Tonnes,3,Thousands,,,117.841,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,114.099,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,112.577,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,109.674,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,80.797,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,72.227,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,66.992,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,64.279,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,60.946,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,59.386,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,56.738,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,53.289,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,47.886,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,44.942,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2016,2016,TONNE,Tonnes,3,Thousands,,,44.819,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2017,2017,TONNE,Tonnes,3,Thousands,,,48.432,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2018,2018,TONNE,Tonnes,3,Thousands,,,47.878,,
POL,Poland,NOX,Nitrogen Oxides,MOB_OTHER,Other Mobile Sources,2019,2019,TONNE,Tonnes,3,Thousands,,,45.94,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1990,1990,TONNE,Tonnes,3,Thousands,,,836.617,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1991,1991,TONNE,Tonnes,3,Thousands,,,815.075,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1992,1992,TONNE,Tonnes,3,Thousands,,,802.843,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1993,1993,TONNE,Tonnes,3,Thousands,,,810.876,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1994,1994,TONNE,Tonnes,3,Thousands,,,786.538,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1995,1995,TONNE,Tonnes,3,Thousands,,,761.271,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,763.612,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1997,1997,TONNE,Tonnes,3,Thousands,,,689.844,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1998,1998,TONNE,Tonnes,3,Thousands,,,610.683,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,1999,1999,TONNE,Tonnes,3,Thousands,,,570.311,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,534.827,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2001,2001,TONNE,Tonnes,3,Thousands,,,542.114,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2002,2002,TONNE,Tonnes,3,Thousands,,,528.953,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,535.186,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,533.086,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,536.942,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,557.776,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,543.13,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,518.318,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,509.219,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,528.054,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,510.371,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,495.77,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,487.595,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,449.283,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,431.44,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2016,2016,TONNE,Tonnes,3,Thousands,,,418.885,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2017,2017,TONNE,Tonnes,3,Thousands,,,416.505,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2018,2018,TONNE,Tonnes,3,Thousands,,,393.501,,
POL,Poland,NOX,Nitrogen Oxides,STAT_TOT,Total Stationary Sources,2019,2019,TONNE,Tonnes,3,Thousands,,,360.135,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1990,1990,TONNE,Tonnes,3,Thousands,,,564.582,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1991,1991,TONNE,Tonnes,3,Thousands,,,562.349,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1992,1992,TONNE,Tonnes,3,Thousands,,,562.267,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1993,1993,TONNE,Tonnes,3,Thousands,,,534.544,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1994,1994,TONNE,Tonnes,3,Thousands,,,517.046,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1995,1995,TONNE,Tonnes,3,Thousands,,,460.876,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1996,1996,TONNE,Tonnes,3,Thousands,,,450.839,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1997,1997,TONNE,Tonnes,3,Thousands,,,388.877,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1998,1998,TONNE,Tonnes,3,Thousands,,,331.985,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,1999,1999,TONNE,Tonnes,3,Thousands,,,306.193,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2000,2000,TONNE,Tonnes,3,Thousands,,,285.311,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2001,2001,TONNE,Tonnes,3,Thousands,,,294.332,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2002,2002,TONNE,Tonnes,3,Thousands,,,285.319,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2003,2003,TONNE,Tonnes,3,Thousands,,,295.632,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2004,2004,TONNE,Tonnes,3,Thousands,,,288.306,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2005,2005,TONNE,Tonnes,3,Thousands,,,291.948,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2006,2006,TONNE,Tonnes,3,Thousands,,,299.18,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2007,2007,TONNE,Tonnes,3,Thousands,,,287.42,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2008,2008,TONNE,Tonnes,3,Thousands,,,261.056,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2009,2009,TONNE,Tonnes,3,Thousands,,,261.367,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2010,2010,TONNE,Tonnes,3,Thousands,,,274.039,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2011,2011,TONNE,Tonnes,3,Thousands,,,261.202,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2012,2012,TONNE,Tonnes,3,Thousands,,,248.216,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2013,2013,TONNE,Tonnes,3,Thousands,,,242.177,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2014,2014,TONNE,Tonnes,3,Thousands,,,215.576,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2015,2015,TONNE,Tonnes,3,Thousands,,,203.708,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2016,2016,TONNE,Tonnes,3,Thousands,,,183.361,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2017,2017,TONNE,Tonnes,3,Thousands,,,173.008,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2018,2018,TONNE,Tonnes,3,Thousands,,,151.775,,
POL,Poland,NOX,Nitrogen Oxides,STAT_POW,Power stations,2019,2019,TONNE,Tonnes,3,Thousands,,,135.627,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1990,1990,TONNE,Tonnes,3,Thousands,,,152.959,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1991,1991,TONNE,Tonnes,3,Thousands,,,160.686,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1992,1992,TONNE,Tonnes,3,Thousands,,,156.515,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1993,1993,TONNE,Tonnes,3,Thousands,,,192.013,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1994,1994,TONNE,Tonnes,3,Thousands,,,181.888,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1995,1995,TONNE,Tonnes,3,Thousands,,,207.585,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1996,1996,TONNE,Tonnes,3,Thousands,,,221.182,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1997,1997,TONNE,Tonnes,3,Thousands,,,207.604,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1998,1998,TONNE,Tonnes,3,Thousands,,,186.256,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,1999,1999,TONNE,Tonnes,3,Thousands,,,175.02,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2000,2000,TONNE,Tonnes,3,Thousands,,,159.964,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2001,2001,TONNE,Tonnes,3,Thousands,,,157.773,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2002,2002,TONNE,Tonnes,3,Thousands,,,158.278,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2003,2003,TONNE,Tonnes,3,Thousands,,,154.395,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2004,2004,TONNE,Tonnes,3,Thousands,,,157.42,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2005,2005,TONNE,Tonnes,3,Thousands,,,156.248,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2006,2006,TONNE,Tonnes,3,Thousands,,,164.771,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2007,2007,TONNE,Tonnes,3,Thousands,,,158.637,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2008,2008,TONNE,Tonnes,3,Thousands,,,157.636,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2009,2009,TONNE,Tonnes,3,Thousands,,,153.067,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2010,2010,TONNE,Tonnes,3,Thousands,,,162.583,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2011,2011,TONNE,Tonnes,3,Thousands,,,155.101,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2012,2012,TONNE,Tonnes,3,Thousands,,,153.791,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2013,2013,TONNE,Tonnes,3,Thousands,,,148.91,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2014,2014,TONNE,Tonnes,3,Thousands,,,139.467,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2015,2015,TONNE,Tonnes,3,Thousands,,,136.063,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2016,2016,TONNE,Tonnes,3,Thousands,,,142.317,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2017,2017,TONNE,Tonnes,3,Thousands,,,144.665,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2018,2018,TONNE,Tonnes,3,Thousands,,,141.38,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB,Combustion,2019,2019,TONNE,Tonnes,3,Thousands,,,132.135,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB_IND,Industrial combustion,1990,1990,TONNE,Tonnes,3,Thousands,,,83.531,,
POL,Poland,NOX,Nitrogen Oxides,STAT_COMB_IND,Industrial combustion,1991,1991,TONNE,Tonnes,3,Thousands,,,75.865,,
